20:06:49.156 INFO  org.quartz.core.QuartzScheduler[line:585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
20:06:49.423 INFO  o.s.s.c.ThreadPoolTaskScheduler[line:218] - Shutting down ExecutorService 'taskScheduler'
20:06:49.426 INFO  o.s.s.quartz.SchedulerFactoryBean[line:845] - Shutting down Quartz Scheduler
20:06:49.578 INFO  org.quartz.core.QuartzScheduler[line:666] - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
20:06:49.829 INFO  org.quartz.core.QuartzScheduler[line:585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
20:06:49.921 INFO  org.quartz.core.QuartzScheduler[line:740] - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
20:06:50.047 INFO  o.s.s.c.ThreadPoolTaskExecutor[line:218] - Shutting down ExecutorService 'applicationTaskExecutor'
20:06:50.595 INFO  c.alibaba.druid.pool.DruidDataSource[line:1948] - {dataSource-1} closing ...
20:06:50.815 INFO  c.alibaba.druid.pool.DruidDataSource[line:2020] - {dataSource-1} closed
20:07:02.621 INFO  c.e.s.l.e.ElectricityApplication[line:55] - Starting ElectricityApplication on DESKTOP-78VVBBB with PID 5900 (D:\Work\IDEA-workspace\street_light\electricity\target\classes started by EXC in D:\Work\IDEA-workspace\street_light)
20:07:02.626 INFO  c.e.s.l.e.ElectricityApplication[line:655] - The following profiles are active: dev
20:07:07.124 INFO  o.s.d.r.c.RepositoryConfigurationDelegate[line:249] - Multiple Spring Data modules found, entering strict repository configuration mode!
20:07:07.128 INFO  o.s.d.r.c.RepositoryConfigurationDelegate[line:127] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
20:07:07.332 INFO  o.s.d.r.c.RepositoryConfigurationDelegate[line:187] - Finished Spring Data repository scanning in 179ms. Found 0 Redis repository interfaces.
20:07:09.559 INFO  o.s.b.w.e.tomcat.TomcatWebServer[line:92] - Tomcat initialized with port(s): 60099 (http)
20:07:09.577 INFO  o.a.coyote.http11.Http11NioProtocol[line:173] - Initializing ProtocolHandler ["http-nio-60099"]
20:07:09.578 INFO  o.a.catalina.core.StandardService[line:173] - Starting service [Tomcat]
20:07:09.578 INFO  o.a.catalina.core.StandardEngine[line:173] - Starting Servlet engine: [Apache Tomcat/9.0.33]
20:07:09.798 INFO  o.a.c.c.C.[.[localhost].[/api][line:173] - Initializing Spring embedded WebApplicationContext
20:07:09.799 INFO  o.s.web.context.ContextLoader[line:284] - Root WebApplicationContext: initialization completed in 7049 ms
20:07:11.089 INFO  c.alibaba.druid.pool.DruidDataSource[line:1003] - {dataSource-1} inited
20:07:14.301 INFO  o.s.b.a.e.web.EndpointLinksResolver[line:58] - Exposing 2 endpoint(s) beneath base path '/actuator'
20:07:14.400 INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping[line:69] - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
20:07:14.657 INFO  o.s.s.c.ThreadPoolTaskExecutor[line:181] - Initializing ExecutorService 'applicationTaskExecutor'
20:07:15.542 INFO  org.quartz.impl.StdSchedulerFactory[line:1208] - Using default implementation for ThreadExecutor
20:07:15.559 INFO  o.quartz.core.SchedulerSignalerImpl[line:61] - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
20:07:15.559 INFO  org.quartz.core.QuartzScheduler[line:229] - Quartz Scheduler v.2.3.0 created.
20:07:15.560 INFO  org.quartz.simpl.RAMJobStore[line:155] - RAMJobStore initialized.
20:07:15.561 INFO  org.quartz.core.QuartzScheduler[line:294] - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

20:07:15.562 INFO  org.quartz.impl.StdSchedulerFactory[line:1362] - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
20:07:15.562 INFO  org.quartz.impl.StdSchedulerFactory[line:1366] - Quartz scheduler version: 2.3.0
20:07:15.562 INFO  org.quartz.core.QuartzScheduler[line:2287] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@2a5ed225
20:07:15.574 INFO  o.s.s.c.ThreadPoolTaskScheduler[line:181] - Initializing ExecutorService 'taskScheduler'
20:07:15.642 INFO  s.d.s.w.p.DocumentationPluginsBootstrapper[line:147] - Context refreshed
20:07:15.663 INFO  s.d.s.w.p.DocumentationPluginsBootstrapper[line:150] - Found 1 custom documentation plugin(s)
20:07:15.759 INFO  s.d.s.w.s.ApiListingReferenceScanner[line:41] - Scanning for api listing references
20:07:16.038 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_1
20:07:16.048 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_2
20:07:16.052 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: updateUsingPUT_1
20:07:16.053 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_3
20:07:16.055 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_4
20:07:16.062 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: addUsingPOST_1
20:07:16.074 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: deleteUsingDELETE_1
20:07:16.076 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_5
20:07:16.082 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_6
20:07:16.088 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: updateUsingPUT_2
20:07:16.102 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: addUsingPOST_2
20:07:16.113 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: deleteUsingDELETE_2
20:07:16.128 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: getUsingGET_1
20:07:16.154 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: updateUsingPUT_3
20:07:16.155 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_7
20:07:16.163 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: addUsingPOST_3
20:07:16.168 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: addSiteUsingPOST_1
20:07:16.179 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: deleteUsingDELETE_3
20:07:16.181 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_8
20:07:16.189 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: addUsingPOST_4
20:07:16.191 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: deleteUsingDELETE_4
20:07:16.194 INFO  s.d.s.w.r.o.CachingOperationNameGenerator[line:40] - Generating unique operation named: listUsingGET_9
